panel_index,panel_title,panel_xlabel,panel_ylabel,panel_type,layer,series_index,series_label,point_index,x,y
8,"coalition chair -- turn 4
neutral: pub=0.53, otr=0.19",,,polar,line,1,OTR,6,0.0,0.12587730586528778
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,0,public,0,0.0,0.3528311252593994
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,0,public,1,1.0471975511965976,0.04450502619147301
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,0,public,2,2.0943951023931953,0.0781860202550888
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,0,public,3,3.141592653589793,0.006090712733566761
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,0,public,4,4.1887902047863905,0.13051654398441315
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,0,public,5,5.235987755982988,0.009798510931432247
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,0,public,6,0.0,0.3528311252593994
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,1,OTR,0,0.0,0.03830575570464134
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,1,OTR,1,1.0471975511965976,0.6944172382354736
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,1,OTR,2,2.0943951023931953,0.06561166793107986
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,1,OTR,3,3.141592653589793,0.004685789812356234
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,1,OTR,4,4.1887902047863905,0.12205363065004349
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,1,OTR,5,5.235987755982988,0.010367053560912609
9,"coalition chair -- turn 5
neutral: pub=0.38, otr=0.06",,,polar,line,1,OTR,6,0.0,0.03830575570464134
