panel_index,panel_title,panel_xlabel,panel_ylabel,panel_type,layer,series_index,series_label,point_index,x,y,width,height
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,33,_nolegend_,,3.7,0.9981674703303725,0.6000000000000001,0.0018325054552406073
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,34,_nolegend_,,4.7,0.9981531510129571,0.6000000000000001,0.001846920233219862
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,35,_nolegend_,,0.7,0.0,0.6000000000000001,-0.00752940634265542
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,36,_nolegend_,,1.7,0.0,0.6000000000000001,-0.006798362359404564
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,37,_nolegend_,,2.7,0.0,0.6000000000000001,-0.0026779836043715477
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,38,_nolegend_,,3.7,0.0,0.6000000000000001,-0.0026862132363021374
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,39,_nolegend_,,4.7,0.0,0.6000000000000001,-0.0036560026928782463
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,40,_nolegend_,,0.7,-0.00752940634265542,0.6000000000000001,-0.0011966426391154528
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,41,_nolegend_,,1.7,-0.006798362359404564,0.6000000000000001,-0.0008776042959652841
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,42,_nolegend_,,2.7,-0.0026779836043715477,0.6000000000000001,-0.000590322248172015
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,43,_nolegend_,,3.7,-0.0026862132363021374,0.6000000000000001,-0.0006524576456286013
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,44,_nolegend_,,4.7,-0.0036560026928782463,0.6000000000000001,-0.0006767495069652796
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,45,_nolegend_,,0.7,-0.008726048981770873,0.6000000000000001,-0.0144478939473629
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,46,_nolegend_,,1.7,-0.007675966655369848,0.6000000000000001,-0.035516805946826935
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,47,_nolegend_,,2.7,-0.0032683058525435627,0.6000000000000001,-0.037750493735075
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,48,_nolegend_,,3.7,-0.0033386708819307387,0.6000000000000001,-0.021276090294122696
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,49,_nolegend_,,4.7,-0.004332752199843526,0.6000000000000001,-0.04950602352619171
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,50,_nolegend_,,0.7,-0.023173942929133773,0.6000000000000001,-0.002037752652540803
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,51,_nolegend_,,1.7,-0.04319277260219678,0.6000000000000001,-0.005162092857062817
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,52,_nolegend_,,2.7,-0.04101879958761856,0.6000000000000001,-0.008719350211322308
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,53,_nolegend_,,3.7,-0.024614761176053435,0.6000000000000001,-0.0032118901144713163
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,54,_nolegend_,,4.7,-0.05383877572603524,0.6000000000000001,-0.006083841435611248
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,55,_nolegend_,,0.7,-0.025211695581674576,0.6000000000000001,-0.9706941843032837
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,56,_nolegend_,,1.7,-0.0483548654592596,0.6000000000000001,-0.9430872201919556
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,57,_nolegend_,,2.7,-0.04973814979894087,0.6000000000000001,-0.9452240467071533
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,58,_nolegend_,,3.7,-0.02782665129052475,0.6000000000000001,-0.9693580865859985
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,59,_nolegend_,,4.7,-0.059922617161646485,0.6000000000000001,-0.9347667694091797
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,60,_nolegend_,,0.7,-0.9959058798849583,0.6000000000000001,-0.002894042292609811
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,61,_nolegend_,,1.7,-0.9914420856512152,0.6000000000000001,-0.005475426558405161
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,62,_nolegend_,,2.7,-0.9949621965060942,0.6000000000000001,-0.0029642449226230383
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,63,_nolegend_,,3.7,-0.9971847378765233,0.6000000000000001,-0.00193073321133852
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,64,_nolegend_,,4.7,-0.9946893865708262,0.6000000000000001,-0.003425724571570754
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,65,_nolegend_,,0.7,-0.9987999221775681,0.6000000000000001,-0.0012001290451735258
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,66,_nolegend_,,1.7,-0.9969175122096203,0.6000000000000001,-0.0030825899448245764
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,67,_nolegend_,,2.7,-0.9979264414287172,0.6000000000000001,-0.0020736309234052896
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,68,_nolegend_,,3.7,-0.9991154710878618,0.6000000000000001,-0.0008844941621646285
0,Emotion public vs OTR --- coalition chair,Debate turn,probability,rectilinear,patch,69,_nolegend_,,4.7,-0.9981151111423969,0.6000000000000001,-0.0018850174965336919
